date,symbol,adjust,open,high,low,close,volume,amount,amplitude,pct_change,change,turnover,source,updated_at
2015-01-05,511010,qfq,99.72,99.808,99.576,99.62,21728,224616960.0,0.23,-0.1,-0.102,7.48,akshare,2026-04-25 23:59:22
2015-01-06,511010,qfq,99.487,99.724,99.487,99.686,16614,171691936.0,0.24,0.07,0.066,5.72,akshare,2026-04-25 23:59:22
2015-01-07,511010,qfq,99.654,99.869,99.654,99.816,57836,598522784.0,0.22,0.13,0.13,19.92,akshare,2026-04-25 23:59:22
2015-01-08,511010,qfq,99.923,99.923,99.722,99.842,91999,952410672.0,0.2,0.03,0.026,31.68,akshare,2026-04-25 23:59:22
2015-01-09,511010,qfq,99.85,100.152,99.813,100.039,76539,792426416.0,0.34,0.2,0.197,26.36,akshare,2026-04-25 23:59:22
2015-01-12,511010,qfq,100.022,100.317,99.954,100.314,74098,769645408.0,0.36,0.27,0.275,25.52,akshare,2026-04-25 23:59:22
2015-01-13,511010,qfq,100.275,100.622,100.171,100.552,89036,927831168.0,0.45,0.24,0.238,30.66,akshare,2026-04-25 23:59:22
2015-01-14,511010,qfq,100.575,100.7,100.552,100.666,74154,773688336.0,0.15,0.11,0.114,25.54,akshare,2026-04-25 23:59:22
2015-01-15,511010,qfq,101.024,101.093,100.674,100.981,68893,721101792.0,0.42,0.31,0.315,23.73,akshare,2026-04-25 23:59:22
2015-01-16,511010,qfq,100.874,101.82,100.874,101.541,45617,478193776.0,0.94,0.55,0.56,15.71,akshare,2026-04-25 23:59:22
2015-01-19,511010,qfq,101.524,102.739,101.523,101.867,36653,386942928.0,1.2,0.32,0.326,12.62,akshare,2026-04-25 23:59:22
2015-01-20,511010,qfq,100.684,102.309,100.684,101.872,51972,549381744.0,1.6,0.0,0.005,17.9,akshare,2026-04-25 23:59:22
2015-01-21,511010,qfq,102.018,102.018,101.854,101.939,107540,1135961056.0,0.16,0.07,0.067,37.04,akshare,2026-04-25 23:59:22
2015-01-22,511010,qfq,102.002,102.146,101.874,101.967,78539,830086512.0,0.27,0.03,0.028,27.05,akshare,2026-04-25 23:59:22
2015-01-23,511010,qfq,101.975,102.104,101.924,102.017,145966,1542882352.0,0.18,0.05,0.05,50.27,akshare,2026-04-25 23:59:22
2015-01-26,511010,qfq,102.101,102.203,102.024,102.144,141888,1501039536.0,0.18,0.12,0.127,48.87,akshare,2026-04-25 23:59:22
2015-01-27,511010,qfq,102.074,102.319,102.074,102.243,133018,1409115696.0,0.24,0.1,0.099,45.81,akshare,2026-04-25 23:59:22
2015-01-28,511010,qfq,102.243,102.503,102.125,102.173,180516,1913190864.0,0.37,-0.07,-0.07,62.17,akshare,2026-04-25 23:59:22
2015-01-29,511010,qfq,101.938,102.424,101.938,102.013,87964,931495072.0,0.48,-0.16,-0.16,30.29,akshare,2026-04-25 23:59:22
2015-01-30,511010,qfq,102.024,102.103,101.574,101.637,98528,1040847744.0,0.52,-0.37,-0.376,33.93,akshare,2026-04-25 23:59:22
2015-02-02,511010,qfq,101.724,101.914,101.626,101.781,122451,1292176096.0,0.28,0.14,0.144,42.17,akshare,2026-04-25 23:59:22
2015-02-03,511010,qfq,101.756,102.074,101.756,101.997,50357,531559600.0,0.31,0.21,0.216,17.34,akshare,2026-04-25 23:59:22
2015-02-04,511010,qfq,102.022,102.202,102.022,102.155,101218,1070580336.0,0.18,0.15,0.158,34.86,akshare,2026-04-25 23:59:22
2015-02-05,511010,qfq,102.255,102.414,102.224,102.357,199292,2113253872.0,0.19,0.2,0.202,68.64,akshare,2026-04-25 23:59:22
2015-02-06,511010,qfq,102.372,103.323,102.324,102.776,4913,52274544.0,0.98,0.41,0.419,1.69,akshare,2026-04-25 23:59:22
2015-02-09,511010,qfq,102.779,103.208,102.424,102.919,28168,300469616.0,0.76,0.14,0.143,9.7,akshare,2026-04-25 23:59:22
2015-02-10,511010,qfq,102.944,102.964,102.023,102.264,29628,314540160.0,0.91,-0.64,-0.655,10.2,akshare,2026-04-25 23:59:22
2015-02-11,511010,qfq,102.623,102.89,102.125,102.811,26260,279240160.0,0.75,0.53,0.547,9.04,akshare,2026-04-25 23:59:22
2015-02-12,511010,qfq,102.924,103.274,102.834,103.097,39895,426144752.0,0.43,0.28,0.286,13.74,akshare,2026-04-25 23:59:22
2015-02-13,511010,qfq,103.064,103.323,103.064,103.286,191148,2043226656.0,0.25,0.18,0.189,65.83,akshare,2026-04-25 23:59:22
2015-02-16,511010,qfq,103.292,103.51,102.657,103.001,33206,353950640.0,0.83,-0.28,-0.285,11.44,akshare,2026-04-25 23:59:22
2015-02-17,511010,qfq,103.16,103.262,102.876,103.222,21161,226075324.0,0.37,0.21,0.221,7.29,akshare,2026-04-25 23:59:22
2015-02-25,511010,qfq,103.274,103.276,103.147,103.228,118964,1271573856.0,0.12,0.01,0.006,40.97,akshare,2026-04-25 23:59:22
2015-02-26,511010,qfq,103.419,103.724,103.024,103.031,149499,1596725760.0,0.68,-0.19,-0.197,51.49,akshare,2026-04-25 23:59:22
2015-02-27,511010,qfq,102.995,103.143,102.995,103.053,91356,975567392.0,0.14,0.02,0.022,31.46,akshare,2026-04-25 23:59:22
2015-03-02,511010,qfq,103.069,103.114,102.656,102.731,36813,392816640.0,0.44,-0.31,-0.322,12.68,akshare,2026-04-25 23:59:22
