date,symbol,adjust,open,high,low,close,volume,amount,amplitude,pct_change,change,turnover,source,updated_at
2015-01-05,511880,qfq,74.384,74.394,74.35,74.373,350236,3509464176.0,0.06,-0.12,-0.091,4.23,akshare,2026-04-25 23:59:23
2015-01-06,511880,qfq,74.374,74.386,74.368,74.385,156099,1564200064.0,0.02,0.02,0.012,1.89,akshare,2026-04-25 23:59:23
2015-01-07,511880,qfq,74.382,74.396,74.373,74.39,201270,2017112064.0,0.03,0.01,0.005,2.43,akshare,2026-04-25 23:59:23
2015-01-08,511880,qfq,74.387,74.418,74.384,74.413,190614,1910533632.0,0.05,0.03,0.023,2.3,akshare,2026-04-25 23:59:23
2015-01-09,511880,qfq,74.413,74.423,74.38,74.411,172877,1732994448.0,0.06,0.0,-0.002,2.09,akshare,2026-04-25 23:59:23
2015-01-12,511880,qfq,74.389,74.416,74.37,74.411,217845,2183316224.0,0.06,0.0,0.0,2.63,akshare,2026-04-25 23:59:23
2015-01-13,511880,qfq,74.389,74.435,74.388,74.431,179229,1796822880.0,0.06,0.03,0.02,2.16,akshare,2026-04-25 23:59:23
2015-01-14,511880,qfq,74.431,74.462,74.425,74.458,124792,1251473184.0,0.05,0.04,0.027,1.51,akshare,2026-04-25 23:59:23
2015-01-15,511880,qfq,74.474,74.482,74.467,74.481,68884,690951040.0,0.02,0.03,0.023,0.83,akshare,2026-04-25 23:59:23
2015-01-16,511880,qfq,74.502,74.521,74.496,74.521,93758,940799808.0,0.03,0.05,0.04,1.13,akshare,2026-04-25 23:59:23
2015-01-19,511880,qfq,74.531,74.577,74.528,74.568,126618,1270961904.0,0.07,0.06,0.047,1.53,akshare,2026-04-25 23:59:23
2015-01-20,511880,qfq,74.568,75.169,74.565,74.688,168763,1695265952.0,0.81,0.16,0.12,2.04,akshare,2026-04-25 23:59:23
2015-01-21,511880,qfq,74.56,74.665,74.559,74.649,254530,2556802016.0,0.14,-0.05,-0.039,3.07,akshare,2026-04-25 23:59:23
2015-01-22,511880,qfq,74.605,74.643,74.565,74.598,259705,2608607392.0,0.1,-0.07,-0.051,3.14,akshare,2026-04-25 23:59:23
2015-01-23,511880,qfq,74.595,74.602,74.584,74.601,226826,2277944928.0,0.02,0.0,0.003,2.74,akshare,2026-04-25 23:59:23
2015-01-26,511880,qfq,74.607,74.611,74.604,74.608,164479,1652011472.0,0.01,0.01,0.007,1.99,akshare,2026-04-25 23:59:23
2015-01-27,511880,qfq,74.614,74.621,74.613,74.621,281644,2829070544.0,0.01,0.02,0.013,3.4,akshare,2026-04-25 23:59:23
2015-01-28,511880,qfq,74.628,74.634,74.622,74.633,193706,1945968944.0,0.02,0.02,0.012,2.34,akshare,2026-04-25 23:59:23
2015-01-29,511880,qfq,74.64,74.649,74.64,74.648,218078,2191141024.0,0.01,0.02,0.015,2.63,akshare,2026-04-25 23:59:23
2015-01-30,511880,qfq,74.668,74.668,74.575,74.617,212872,2138551104.0,0.12,-0.04,-0.031,2.57,akshare,2026-04-25 23:59:23
2015-02-02,511880,qfq,74.622,74.644,74.619,74.639,211100,2120703856.0,0.03,0.03,0.022,2.55,akshare,2026-04-25 23:59:23
2015-02-03,511880,qfq,74.648,74.679,74.648,74.677,176870,1777467104.0,0.04,0.05,0.038,2.14,akshare,2026-04-25 23:59:23
2015-02-04,511880,qfq,74.695,74.719,74.692,74.717,199508,2005789808.0,0.04,0.05,0.04,2.41,akshare,2026-04-25 23:59:23
2015-02-05,511880,qfq,74.709,74.734,74.704,74.733,154788,1556428656.0,0.04,0.02,0.016,1.87,akshare,2026-04-25 23:59:23
2015-02-06,511880,qfq,74.734,74.746,74.731,74.739,111124,1117588400.0,0.02,0.01,0.006,1.34,akshare,2026-04-25 23:59:23
2015-02-09,511880,qfq,74.726,74.739,74.709,74.73,129238,1299570992.0,0.04,-0.01,-0.009,1.56,akshare,2026-04-25 23:59:23
2015-02-10,511880,qfq,74.729,74.731,74.691,74.713,149314,1501406864.0,0.05,-0.02,-0.017,1.8,akshare,2026-04-25 23:59:23
2015-02-11,511880,qfq,74.727,74.769,74.659,74.727,50778,510512288.0,0.15,0.02,0.014,0.61,akshare,2026-04-25 23:59:23
2015-02-12,511880,qfq,74.788,74.811,74.669,74.808,72052,725087104.0,0.19,0.11,0.081,0.87,akshare,2026-04-25 23:59:23
2015-02-13,511880,qfq,74.856,74.971,74.856,74.952,209500,2111104544.0,0.15,0.19,0.144,2.53,akshare,2026-04-25 23:59:23
2015-02-16,511880,qfq,75.099,75.099,74.921,75.056,119774,1207708528.0,0.24,0.14,0.104,1.45,akshare,2026-04-25 23:59:23
2015-02-17,511880,qfq,75.012,75.018,74.947,74.966,259507,2616202688.0,0.09,-0.12,-0.09,3.13,akshare,2026-04-25 23:59:23
2015-02-25,511880,qfq,74.96,74.968,74.952,74.966,132735,1337877712.0,0.02,0.0,0.0,1.6,akshare,2026-04-25 23:59:23
2015-02-26,511880,qfq,74.972,74.98,74.969,74.975,139942,1410726816.0,0.01,0.01,0.009,1.69,akshare,2026-04-25 23:59:23
2015-02-27,511880,qfq,74.994,74.995,74.973,74.981,190207,1917511536.0,0.03,0.01,0.006,2.3,akshare,2026-04-25 23:59:23
2015-03-02,511880,qfq,74.975,75.01,74.974,75.006,182236,1837447360.0,0.05,0.03,0.025,2.2,akshare,2026-04-25 23:59:23
2015-03-03,511880,qfq,75.015,75.017,75.004,75.014,185193,1867540496.0,0.02,0.01,0.008,2.24,akshare,2026-04-25 23:59:23
2015-03-04,511880,qfq,75.021,75.027,75.017,75.026,150225,1515066416.0,0.01,0.02,0.012,1.81,akshare,2026-04-25 23:59:23
2015-03-05,511880,qfq,75.037,75.039,75.028,75.037,203803,2055671168.0,0.01,0.01,0.011,2.46,akshare,2026-04-25 23:59:23
2015-03-06,511880,qfq,75.045,75.047,75.031,75.045,194761,1964589952.0,0.02,0.01,0.008,2.35,akshare,2026-04-25 23:59:23
2015-03-09,511880,qfq,75.046,75.059,75.009,75.048,200641,2023916336.0,0.07,0.0,0.003,2.42,akshare,2026-04-25 23:59:23
2015-03-10,511880,qfq,75.04,75.088,75.04,75.075,125263,1263852992.0,0.06,0.04,0.027,1.51,akshare,2026-04-25 23:59:23
2015-03-11,511880,qfq,75.074,75.079,75.045,75.07,141061,1423191584.0,0.05,-0.01,-0.005,1.7,akshare,2026-04-25 23:59:23
2015-03-12,511880,qfq,75.07,75.114,75.019,75.105,118154,1192521712.0,0.13,0.05,0.035,1.43,akshare,2026-04-25 23:59:23
2015-03-13,511880,qfq,75.164,75.182,75.164,75.179,100022,1010257552.0,0.02,0.1,0.074,1.21,akshare,2026-04-25 23:59:23
2015-03-16,511880,qfq,75.202,75.256,75.201,75.253,166811,1685608992.0,0.07,0.1,0.074,2.01,akshare,2026-04-25 23:59:23
2015-03-17,511880,qfq,75.258,75.285,74.256,75.281,253380,2561047248.0,1.37,0.04,0.028,3.06,akshare,2026-04-25 23:59:23
2015-03-18,511880,qfq,75.249,75.265,75.239,75.265,427151,4318085120.0,0.03,-0.02,-0.016,5.16,akshare,2026-04-25 23:59:23
2015-03-19,511880,qfq,75.249,75.259,75.236,75.253,543911,5497782016.0,0.03,-0.02,-0.012,6.57,akshare,2026-04-25 23:59:23
2015-03-20,511880,qfq,75.253,75.271,75.253,75.268,892025,9018130432.0,0.02,0.02,0.015,10.77,akshare,2026-04-25 23:59:23
2015-03-23,511880,qfq,75.28,75.283,75.275,75.28,1126105,11386022656.0,0.01,0.02,0.012,13.6,akshare,2026-04-25 23:59:23
