train_start,train_end,test_start,test_end,best_short,best_long,in_sample_return,oos_strategy_return,oos_market_return
2016-03-03,2020-03-03,2020-03-03,2021-03-02,20,100,4.4483,0.7835,-0.1093
2017-03-03,2021-03-03,2021-03-03,2022-03-02,20,100,3.9798,-0.2527,0.1224
2018-03-03,2022-03-03,2022-03-03,2023-03-02,20,100,2.9275,-0.4232,-0.0984
2019-03-03,2023-03-03,2023-03-03,2024-03-01,35,100,1.4591,0.7166,1.7191
2020-03-03,2024-03-03,2024-03-04,2025-02-28,45,100,0.9168,-0.2284,0.4841
2021-03-03,2025-03-03,2025-03-03,2026-03-02,50,110,1.1035,0.7499,4.5764
2022-03-03,2026-03-03,2026-03-03,2026-04-24,20,120,11.2996,0.4102,0.4102
