train_start,train_end,test_start,test_end,best_short,best_long,in_sample_return,oos_strategy_return,oos_market_return
2015-01-05,2019-01-05,2019-01-07,2020-01-03,35,200,0.7309,0.2297,0.5859
2016-01-05,2020-01-05,2020-01-06,2021-01-04,20,200,1.4382,0.0856,0.1297
2017-01-05,2021-01-05,2021-01-05,2022-01-04,20,170,1.0894,0.0986,0.1484
2018-01-05,2022-01-05,2022-01-05,2023-01-04,20,160,0.6962,0.0589,-0.1659
2019-01-05,2023-01-05,2023-01-05,2024-01-04,20,160,0.7682,-0.1172,-0.2406
2020-01-05,2024-01-05,2024-01-05,2025-01-03,30,130,0.3101,0.0254,0.4739
2021-01-05,2025-01-05,2025-01-06,2025-12-31,25,180,0.1263,0.1042,0.1361
2022-01-05,2026-01-05,2026-01-05,2026-04-24,25,180,0.3237,0.0,-0.0404
