train_start,train_end,test_start,test_end,best_short,best_long,in_sample_return,oos_strategy_return,oos_market_return
2015-01-05,2019-01-05,2019-01-07,2020-01-03,25,110,-0.2953,0.0594,0.3765
2016-01-05,2020-01-05,2020-01-06,2021-01-04,10,170,0.3985,0.0316,0.0203
2017-01-05,2021-01-05,2021-01-05,2022-01-04,10,180,0.3237,-0.0343,0.0137
2018-01-05,2022-01-05,2022-01-05,2023-01-04,50,120,0.8089,-0.1367,-0.0059
2019-01-05,2023-01-05,2023-01-05,2024-01-04,25,130,0.8275,-0.2547,-0.1302
2020-01-05,2024-01-05,2024-01-05,2025-01-03,30,120,0.4668,0.0401,0.3771
2021-01-05,2025-01-05,2025-01-06,2025-12-31,20,140,0.1822,0.1055,0.165
2022-01-05,2026-01-05,2026-01-05,2026-04-24,45,200,0.2621,0.1161,-0.1111
