train_start,train_end,test_start,test_end,best_short,best_long,in_sample_return,oos_strategy_return,oos_market_return
2018-06-11,2022-06-11,2022-06-13,2023-06-09,15,130,6.3432,-0.2735,-0.1524
2019-06-11,2023-06-11,2023-06-12,2024-06-07,10,200,5.3249,-0.1687,-0.0665
2020-06-11,2024-06-11,2024-06-11,2025-06-10,45,190,1.4666,0.3571,0.2894
2021-06-11,2025-06-11,2025-06-11,2026-04-24,40,190,0.115,0.5901,0.8652
