symbol,name,n_segments,oos_strategy_return,oos_market_return,edge
300750,宁德时代,4,0.3033,0.9028,-0.5995
600519,贵州茅台,8,0.4229,1.8374,-1.4145
601318,中国平安,8,0.4711,0.3606,0.1106
300308,中际旭创,8,12.2242,44.0467,-31.8225
601899,紫金矿业,8,1.6907,11.8096,-10.1189
600036,招商银行,8,0.5524,1.0938,-0.5414
300502,新易盛,7,12.8211,27.603,-14.7819
000333,美的集团,8,0.2883,1.7626,-1.4742
601166,兴业银行,8,0.3313,0.7556,-0.4243
600900,长江电力,8,0.213,1.24,-1.0269
