train_start,train_end,test_start,test_end,best_short,best_long,in_sample_return,oos_strategy_return,oos_market_return
2015-01-05,2019-01-05,2019-01-07,2020-01-03,10,110,0.0264,0.044,0.1994
2016-01-05,2020-01-05,2020-01-06,2021-01-04,10,160,0.2828,0.1103,0.1403
2017-01-05,2021-01-05,2021-01-05,2022-01-04,45,140,0.3639,-0.1072,-0.0723
2018-01-05,2022-01-05,2022-01-05,2023-01-04,50,200,0.4804,-0.1131,0.1055
2019-01-05,2023-01-05,2023-01-05,2024-01-04,25,120,0.1796,0.1622,0.1622
2020-01-05,2024-01-05,2024-01-05,2025-01-03,45,160,0.3462,0.2963,0.2963
2021-01-05,2025-01-05,2025-01-06,2025-12-31,30,120,0.4671,0.5427,0.5427
2022-01-05,2026-01-05,2026-01-05,2026-04-24,15,110,1.5604,0.0592,0.0564
