train_start,train_end,test_start,test_end,best_short,best_long,in_sample_return,oos_strategy_return,oos_market_return
2015-01-05,2019-01-05,2019-01-07,2020-01-03,20,110,-0.3405,0.1403,0.3765
2016-01-05,2020-01-05,2020-01-06,2021-01-04,20,200,0.1008,-0.0509,0.0203
2017-01-05,2021-01-05,2021-01-05,2022-01-04,20,130,0.1591,0.0832,0.0137
2018-01-05,2022-01-05,2022-01-05,2023-01-04,20,130,0.4164,-0.1465,-0.0059
2019-01-05,2023-01-05,2023-01-05,2024-01-04,40,120,0.4118,-0.0895,-0.1302
2020-01-05,2024-01-05,2024-01-05,2025-01-03,40,120,0.2789,-0.1161,0.3771
2021-01-05,2025-01-05,2025-01-06,2025-12-31,35,140,-0.0063,0.0638,0.165
2022-01-05,2026-01-05,2026-01-05,2026-04-24,30,130,0.245,0.1161,-0.1111
