symbol,name,n_segments,oos_strategy_return,oos_market_return,edge
510300,沪深300ETF,8,0.0612,0.6841,-0.6229
510500,中证500ETF,8,0.2421,1.1697,-0.9275
512100,中证1000ETF,6,0.2934,0.3376,-0.0442
518880,黄金ETF,8,1.8448,2.4441,-0.5993
511010,国债ETF,8,0.2221,0.2296,-0.0075
511880,银华日利,8,0.1078,0.1078,0.0
