train_start,train_end,test_start,test_end,best_short,best_long,in_sample_return,oos_strategy_return,oos_market_return
2015-01-05,2019-01-05,2019-01-07,2020-01-03,40,100,0.1047,0.0704,0.1994
2016-01-05,2020-01-05,2020-01-06,2021-01-04,10,160,0.3832,0.1268,0.1403
2017-01-05,2021-01-05,2021-01-05,2022-01-04,40,140,0.4074,-0.0418,-0.0723
2018-01-05,2022-01-05,2022-01-05,2023-01-04,50,200,0.4103,-0.0074,0.1055
2019-01-05,2023-01-05,2023-01-05,2024-01-04,35,150,0.3023,0.1622,0.1622
2020-01-05,2024-01-05,2024-01-05,2025-01-03,45,160,0.4005,0.2963,0.2963
2021-01-05,2025-01-05,2025-01-06,2025-12-31,30,120,0.5517,0.5427,0.5427
2022-01-05,2026-01-05,2026-01-05,2026-04-24,20,100,1.5514,0.067,0.0564
