train_start,train_end,test_start,test_end,best_short,best_long,in_sample_return,oos_strategy_return,oos_market_return
2016-03-03,2020-03-03,2020-03-03,2021-03-02,10,110,2.6489,0.3168,-0.1093
2017-03-03,2021-03-03,2021-03-03,2022-03-02,20,110,2.8695,-0.3495,0.1224
2018-03-03,2022-03-03,2022-03-03,2023-03-02,35,100,2.0591,-0.476,-0.0984
2019-03-03,2023-03-03,2023-03-03,2024-03-01,15,140,0.6799,0.316,1.7191
2020-03-03,2024-03-03,2024-03-04,2025-02-28,50,100,0.8045,0.658,0.4841
2021-03-03,2025-03-03,2025-03-03,2026-03-02,45,120,1.4568,0.8056,4.5764
2022-03-03,2026-03-03,2026-03-03,2026-04-24,15,130,6.5277,0.4102,0.4102
