date,symbol,adjust,open,high,low,close,volume,amount,amplitude,pct_change,change,turnover,source,updated_at
2015-01-05,510230,hfq,6.042,6.15,5.919,6.068,2989613,1803917488.0,3.85,1.2,0.072,9.18,akshare,2026-04-28 00:50:32
2015-01-06,510230,hfq,6.008,6.14,5.875,5.957,4035452,2422545744.0,4.37,-1.83,-0.111,12.39,akshare,2026-04-28 00:50:32
2015-01-07,510230,hfq,5.948,6.104,5.879,5.971,4019072,2413054864.0,3.78,0.24,0.014,12.34,akshare,2026-04-28 00:50:32
2015-01-08,510230,hfq,5.98,6.035,5.74,5.759,3783768,2213345216.0,4.94,-3.55,-0.212,11.62,akshare,2026-04-28 00:50:32
2015-01-09,510230,hfq,5.72,6.146,5.7,5.815,4042094,2376352240.0,7.74,0.97,0.056,12.41,akshare,2026-04-28 00:50:32
2015-01-12,510230,hfq,5.835,5.892,5.65,5.76,3911396,2259266912.0,4.16,-0.95,-0.055,12.01,akshare,2026-04-28 00:50:32
2015-01-13,510230,hfq,5.725,5.804,5.652,5.672,1809759,1037673392.0,2.64,-1.53,-0.088,5.56,akshare,2026-04-28 00:50:32
2015-01-14,510230,hfq,5.671,5.817,5.67,5.745,3044149,1754084160.0,2.59,1.29,0.073,9.35,akshare,2026-04-28 00:50:32
2015-01-15,510230,hfq,5.737,5.999,5.699,5.99,3129912,1816296144.0,5.22,4.26,0.245,9.61,akshare,2026-04-28 00:50:32
2015-01-16,510230,hfq,6.01,6.1,5.95,6.003,3623119,2186980464.0,2.5,0.22,0.013,11.12,akshare,2026-04-28 00:50:32
2015-01-19,510230,hfq,5.41,5.599,5.403,5.403,374790,206382216.0,3.27,-10.0,-0.6,1.15,akshare,2026-04-28 00:50:32
2015-01-20,510230,hfq,5.265,5.42,5.201,5.318,1722917,921344064.0,4.05,-1.57,-0.085,5.29,akshare,2026-04-28 00:50:32
2015-01-21,510230,hfq,5.345,5.719,5.345,5.682,1983645,1087537296.0,7.03,6.84,0.364,6.09,akshare,2026-04-28 00:50:32
2015-01-22,510230,hfq,5.682,5.72,5.577,5.66,1674536,948307568.0,2.52,-0.39,-0.022,5.14,akshare,2026-04-28 00:50:32
2015-01-23,510230,hfq,5.669,5.88,5.669,5.744,2394119,1382165632.0,3.73,1.48,0.084,7.35,akshare,2026-04-28 00:50:32
2015-01-26,510230,hfq,5.739,5.747,5.63,5.705,1123546,638617056.0,2.04,-0.68,-0.039,3.45,akshare,2026-04-28 00:50:32
2015-01-27,510230,hfq,5.682,5.724,5.48,5.577,900538,504803696.0,4.28,-2.24,-0.128,2.77,akshare,2026-04-28 00:50:32
2015-01-28,510230,hfq,5.544,5.64,5.48,5.503,1426500,793114816.0,2.87,-1.33,-0.074,4.38,akshare,2026-04-28 00:50:32
2015-01-29,510230,hfq,5.411,5.46,5.363,5.413,346821,187767552.0,1.76,-1.64,-0.09,1.06,akshare,2026-04-28 00:50:32
