date,symbol,adjust,open,high,low,close,pre_close,change,pct_change,volume,amount,source,updated_at
2015-01-05,300308,raw,9.26,9.31,8.4,8.99,,,,34842.31,30881.826,tushare,2026-04-26 00:33:54
2015-01-06,300308,raw,8.98,9.41,8.8,9.37,8.99,0.379999999999999,4.23,34043.03,31266.5712,tushare,2026-04-26 00:33:54
2015-01-07,300308,raw,9.49,9.88,9.35,9.58,9.37,0.21000000000000085,2.24,52102.31,50321.2656,tushare,2026-04-26 00:33:54
2015-01-08,300308,raw,9.5,9.92,9.36,9.65,9.58,0.07000000000000028,0.73,43642.38,42153.7034,tushare,2026-04-26 00:33:54
2015-01-09,300308,raw,9.59,9.86,9.35,9.45,9.65,-0.20000000000000107,-2.07,33620.75,32234.3475,tushare,2026-04-26 00:33:54
2015-01-12,300308,raw,9.35,9.36,8.88,8.92,9.45,-0.5299999999999994,-5.61,26438.98,23964.6369,tushare,2026-04-26 00:33:54
2015-01-13,300308,raw,8.96,9.47,8.9,9.39,8.92,0.47000000000000064,5.27,31747.11,29334.3488,tushare,2026-04-26 00:33:54
2015-01-14,300308,raw,9.48,9.58,9.13,9.56,9.39,0.16999999999999993,1.81,36442.31,34112.9034,tushare,2026-04-26 00:33:54
2015-01-15,300308,raw,9.5,9.85,9.46,9.61,9.56,0.049999999999998934,0.52,40035.07,38642.2958,tushare,2026-04-26 00:33:54
2015-01-16,300308,raw,9.51,9.72,9.0,9.71,9.61,0.10000000000000142,1.04,34676.03,32970.5816,tushare,2026-04-26 00:33:54
2015-01-19,300308,raw,9.4,10.11,9.21,9.74,9.71,0.02999999999999936,0.31,72037.13,70419.3469,tushare,2026-04-26 00:33:54
2015-01-20,300308,raw,9.74,10.56,9.7,10.4,9.74,0.6600000000000001,6.78,79332.12,80290.4019,tushare,2026-04-26 00:33:54
2015-01-21,300308,raw,10.34,10.5,10.17,10.45,10.4,0.049999999999998934,0.48,75545.64,77900.9152,tushare,2026-04-26 00:33:54
2015-01-22,300308,raw,10.32,10.98,10.26,10.71,10.45,0.26000000000000156,2.49,70530.3,74724.3364,tushare,2026-04-26 00:33:54
2015-01-26,300308,raw,10.9,10.9,10.51,10.69,10.71,-0.02000000000000135,-0.19,36976.79,39293.1932,tushare,2026-04-26 00:33:54
